eventid,iyear,imonth,iday,country,country_txt,provstate,city,latitude,longitude,summary,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,corp1,target1,gname,motive,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weapdetail,nkill,nkillter,nwound,nwoundte,ishostkid,nhostkid,hostkidoutcome,hostkidoutcome_txt,nreleased,related
2.01E+11,2013,1,14,96,Ireland,Dublin,Dublin,53.386809,-6.200119,"01/14/2013: Four pipe bombs were discovered on waste ground in Dublin city, Leinster, Ireland. The devices were safely defused without causing injury or damages. No group claimed responsibility for the unsuccessful incident.",0,0,0,3,Bombing/Explosion,20,Unknown,Unknown,Unknown,Unknown,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,Four pipe bombs were used in the attack.,0,0,0,0,0,,,,,
2.01E+11,2013,1,15,167,Russia,Dagestan,Makhachkala,42.983895,47.504921,"01/15/2013: An assailant opened fire on Magomed Madomedov in Makhachkala city, Dagestan republic, Russia. Madomedov, a Dagestan Supreme Court judge, was killed in the attack. No group claimed responsibility for the incident.",0,1,0,1,Assassination,2,Government (General),Dagestan Supreme Court,"Magomed Madomedov, judge",Unknown,"The specific motive is unknown; however, a police source speculated that the victim's work as a judge may have motivated his killers.",5,Firearms,3,Handgun,A pistol was used in the attack.,1,0,0,0,0,,,,,
2.01E+11,2013,1,15,96,Ireland,Dublin,Dublin,53.329694,-6.323933,"01/15/2013: Assailants threw an explosive device at a private residence in Dublin city, Leinster, Ireland. The device failed to detonate and was safely defused without causing injury. No group claimed responsibility for the unsuccessful incident.",0,0,0,3,Bombing/Explosion,14,Private Citizens & Property,Not Applicable,Private Residence,Unknown,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,A thrown explosive device was used in the attack.,0,0,0,0,0,,,,,
2.01E+11,2013,1,18,603,United Kingdom,Northern Ireland,Strabane,54.826008,-7.465317,"01/18/2013: A letter bomb addressed to police Chief Inspector Andy Lemon was discovered and defused in Strabane city, Strabane, Northern Ireland, United Kingdom. No group claimed responsibility for the incident; however, police suspect dissident republicans.",0,0,0,1,Assassination,3,Police,Police Service of Northern Ireland (PSNI),Senior Officer: Andy Lemon,Dissident Republicans,,6,Explosives/Bombs/Dynamite,9,Letter Bomb,A bomb concealed within a brown envelope and consisting of a battery pack and accelerant was to be used in the attack.,0,0,0,0,0,,,,,
2.01E+11,2013,1,19,54,Czech Republic,South Bohemia,Ceske Velenice,48.768384,14.963675,"01/19/2013: An Austrian citizen detonated explosives strapped to his body outside a house near the town train station in Ceske Velenice, South Bohemian region, Czech Republic. Only the bomber died in the blast. No group claimed responsibility for the incident.",0,1,1,3,Bombing/Explosion,20,Unknown,Unknown,Unknown,Unknown,,6,Explosives/Bombs/Dynamite,13,Suicide (carried bodily by human being),,1,1,0,0,0,,,,,
2.01E+11,2013,1,19,32,Bulgaria,Grad Sofia,Sofia,42.697854,23.32167,"01/19/2013: Oktai Enimehmedov attempted to assassinate the Movement for Rights and Freedoms (MRF) party head, Ahman Dogan, while he was on stage giving a speech at the party's national conference in Sofia city, Sofia province, Bulgaria. The assailant's gas pistol misfired twice before he was wrestled to the ground and taken into custody. No group claimed responsibility for the incident.",0,0,0,8,Unarmed Assault,2,Government (General),Movement for Rights and Freedoms (MRF),"Ahmed Dogan, Party Leader",Unknown,,2,Chemical,,,A gas pistol (a handgun that shoots tear gas cartridges) was used in the attack.,0,0,0,0,0,,,,,
2.01E+11,2013,1,20,78,Greece,Attica,Athens,38.054956,23.807655,"01/20/2013: An explosive device hidden inside a trash can detonated inside The Mall Athens in Maroussi district of Athens, Attica region, Greece. Two security guards were injured in the blast. Two groups, Wild Freedom and Instigators of Social Explosion, co-claimed the attack as a protest against capitalism and raids on squatters in central Athens.",0,1,0,3,Bombing/Explosion,1,Business,The Mall Athens,Shopping Center,Wild Freedom,Wild Freedom claimed responsibility for the attack and stated that they targeted the mall to protest against capitalism and to respond to raids against squatters in central Athens.,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,"An explosive device containing ammonium nitrate, fuel oil, and gelignite and placed inside a pressure cooker was used in the attack.",0,0,2,0,0,,,,,
2.01E+11,2013,1,20,167,Russia,Chechnya,Selmentauzen,42.927572,45.852386,"01/20/2013: A police officer's vehicle hit an explosive device in Vedenskiy district, Chechnya republic, Russia. The officer was injured in the blast. No group claimed responsibility for the incident.",0,1,0,3,Bombing/Explosion,3,Police,Nozhay-Yurtovskiy District Police,UAZ Patrolling Vehicle,Unknown,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,A roadside bomb was used in the attack.,0,0,1,0,0,,,,,
2.01E+11,2013,1,21,96,Ireland,Dublin,Dublin,53.286564,-6.368994,"01/21/2013: An explosive device was found and defused outside a civilian's house in Tallaght area of Dublin, Leinster, Ireland. No other information is known.",0,0,0,3,Bombing/Explosion,14,Private Citizens & Property,Not Applicable,Residence,Unknown,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,0,0,0,0,0,,,,,
2.01E+11,2013,1,21,167,Russia,Dagestan,Aksai,43.575278,46.831944,"01/21/2013: Assailants opened fire on a police vehicle in Aksai, Khasavyurt district, Dagestan, Russia. One police officer died and one was injured in the attack. No group claimed responsibility for the incident.",0,1,0,2,Armed Assault,3,Police,Russian Police,Vehicle,Unknown,,5,Firearms,5,Unknown Gun Type,,1,0,1,0,0,,,,,
2.01E+11,2013,1,21,69,France,Provence-Alpes-Cote d'Azur,Gareoult,43.329548,6.045029,"01/21/2013: An explosive device was discovered and defused outside of a real estate office in Gareoult, Provence-Alpes-Côte d'Azur, France. The acronym ""FLNP"" was painted on the facade of the building, which authorities believe refers to the secessionist group ""National Liberation Front of Provence.""",0,0,0,3,Bombing/Explosion,1,Business,Gareoult Real Estate Agency,Office Building,National Liberation Front of Provence (FLNP),,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,A bomb consisting of a gas container and an electronic trigger mechanism was to be used in the attack.,0,0,0,0,0,,,,,
2.01E+11,2013,1,23,167,Russia,Chechnya,Elistanzhi,42.97026,46.015798,"01/23/2013: Perpetrators attacked a unit of interior troops in Elistanzhi, Vedeno region, Chechnya, Russia. Two soldiers were injured in the attack. No group claimed responsibility for the incident.",0,1,0,2,Armed Assault,4,Military,Internal Troops,Unit,Unknown,,5,Firearms,5,Unknown Gun Type,,0,0,2,0,0,,,,,
2.01E+11,2013,1,23,167,Russia,Dagestan,Zugutli Mautli,43.200674,46.817278,"01/23/2013: Unidentified attackers attempted to blow up a policeman's house with a grenade in Zugutli Mautli, Dagestan, Russia. One relative of the target was killed, and a second individual was injured.",0,1,0,3,Bombing/Explosion,3,Police,Russian Police,Officer,Unknown,,6,Explosives/Bombs/Dynamite,7,Grenade,,1,0,1,0,0,,,,,
2.01E+11,2013,1,24,199,Switzerland,Zurich,Hottingen,47.368115,8.5604,"01/24/2013: An explosive device detonated near a Credit Suisse bank branch in Hottingen quarter, District 7, Zurich city, Zurich canton, Switzerland. No one was injured in the attack; however, the bomb broke a window and caused monetary damage. This was one of two attacks in protest of the World Economic Forum (WEF) in Switzerland on January 24th. An unnamed group of activists claimed responsibility, saying the bank was targeted because it supported the WEF summit in Davos, Switzerland.",1,1,0,3,Bombing/Explosion,1,Business,Credit Suisse Group AG,Bank Branch,Unknown,"In a statement posted online, an unknown group claimed responsibility for the bombing and stated that the Credit Suisse Bank was targeted due to its support for the World Economic Forum (WEF) that was being held in Davos, Switzerland.  Activists also cited a rise in unemployment, food price speculations, and actions against the Greek people as motivations behind the attack.",6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,0,0,0,0,0,,,,,"201301240013, 201301240014"
2.01E+11,2013,1,24,199,Switzerland,Zurich,Rueschlikon,47.306979,8.555269,"01/24/2013: A bomb exploded in the mailbox of Ivan Glasenberg in Rueschlikon, Horgen district, Zurich canton, Switzerland. Glasenberg was the chief executive for Glencore, a commodity trading company that was taking part in the World Economic Forum (WEF) summit in Davos. No one was injured in the blast. This was one of two incidents targeting the WEF in Switzerland on January 24th. An unnamed group of activists claimed responsibility for this attack, criticizing the workplace conditions of Glencore.",1,1,0,3,Bombing/Explosion,1,Business,Glencore Xstrata,Chief Executive Officer: Ivan Glasenberg,Unknown,"In a statement posted online, an unknown claimed responsibility for the bombing and stated that Ivan Glasenberg, the head of the commodities trading company Glencore, was targeted in protest of the World Economic Forum (WEF) that was being held in Davos, Switzerland.  Activists also cited poor working conditions at Glencore as a motivation behind the attack.",6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,0,0,0,0,0,,,,,"201301240014, 201301240013"
2.01E+11,2013,1,25,603,United Kingdom,Northern Ireland,Omagh,54.600305,-7.298402,"01/25/2013: A police officer opened fire on two masked men attempting to attack him as he repaired his house in Coolnagard neighborhood, Omagh city, Omagh, Northern Ireland, United Kingdom. The next day, police officers found a viable pipe bomb that the attackers had left at the house. No group claimed responsibility for the incident; however, police suspect dissident republicans.",0,0,0,3,Bombing/Explosion,3,Police,Police Service of Northern Ireland (PSNI),Police Officer,Dissident Republicans,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,A pipe bomb was used in the attack.,0,0,0,0,0,,,,,
2.01E+11,2013,1,25,167,Russia,Dagestan,Derbent,42.050142,48.280543,"01/25/2013: An explosive device detonated in the car of a local police officer in Derbent, Republic of Dagestan, Russia. There were no injuries in the attack, which was one of two blasts targeting the police officer that occurred on January 25th, 2013. No group claimed responsibility for this incident.",1,1,0,3,Bombing/Explosion,3,Police,Russian Police,Police Car,Unknown,,6,Explosives/Bombs/Dynamite,15,Vehicle,A car bomb was used in the attack.,0,0,0,0,0,,,,,"201301250026, 201301250027"
2.01E+11,2013,1,25,167,Russia,Dagestan,Derbent,42.050142,48.280543,"01/25/2013: An explosion occurred inside a building in Derbent, Republic of Dagestan, Russia. No one was wounded in the attack, which targeted a police officer that had earlier escaped an attack on his vehicle. No group claimed responsibility for the incident.",1,1,0,3,Bombing/Explosion,3,Police,Russian Police,Officer,Unknown,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,0,0,0,0,0,,,,,"201301250027, 201301250026"
2.01E+11,2013,1,26,603,United Kingdom,Northern Ireland,Londonderry,54.994358,-7.328278,"01/26/2013: An Omega company van tasked with removing graffiti from walls was set on fire in Bogside neighborhood, Londonderry city, Londonderry district, Northern Ireland, United Kingdom. This was one of two Omega vans burned on January 26th in Derry, and one of three total. No group claimed responsibility for the incident; however, dissident republicans have been blamed.",1,1,0,7,Facility/Infrastructure Attack,1,Business,Omega Property Maintenance,Omega Van,Dissident Republicans,"The specific motive is unknown; however, sources speculate that the attack, which targeted a van belonging to a company charged with graffiti removal, was due to the company's removal of graffiti supporting Dissidents.  Sources note the employees of the company had previously received threats for removing graffiti supporting Dissidents.",8,Incendiary,18,Arson/Fire,,0,0,0,0,0,,,,,"201301260012, 201301260013"
2.01E+11,2013,1,26,603,United Kingdom,Northern Ireland,Londonderry,55.019756,-7.35194,"01/26/2013: An Omega company van tasked with removing graffiti from walls was set on fire in Ballymagroarty neighborhood, Londonderry city, Londonderry district, Northern Ireland, United Kingdom. This was one of two Omega vans burned on January 26th in Derry, and one of three total. No group claimed responsibility for the incident; however, dissident republicans have been blamed.",1,1,0,7,Facility/Infrastructure Attack,1,Business,Omega Property Maintenance,Omega Van,Dissident Republicans,"The specific motive is unknown; however, sources speculate that the attack, which targeted a van belonging to a company charged with graffiti removal, was due to the company's removal of graffiti supporting Dissidents.  Sources note the employees of the company had previously received threats for removing graffiti supporting Dissidents.",8,Incendiary,18,Arson/Fire,,0,0,0,0,0,,,,,"201301260013, 201301260012"
2.01E+11,2013,1,27,603,United Kingdom,Northern Ireland,Londonderry,54.994456,-7.316921,"01/27/2013: Assailants set an Omega Property Maintenance van on fire in the Foyle Springs neighborhood, Londonderry city, Londonderry district, Northern Ireland, United Kingdom. The Omega staff had been threatened when they attempted to remove political graffiti. There was no claim of responsibility for this attack; however, sources attribute the incident to dissident republicans.",0,1,0,7,Facility/Infrastructure Attack,1,Business,Omega Property Maintenance,Omega Van,Dissident Republicans,"The specific motive is unknown; however, sources speculate that the attack, which targeted a van belonging to a company charged with graffiti removal, was due to the company's removal of graffiti supporting Dissidents.  Sources note that employees of the company had previously received threats for removing graffiti supporting Dissidents.",8,Incendiary,18,Arson/Fire,,0,0,0,0,0,,,,,
2.01E+11,2013,1,29,603,United Kingdom,Northern Ireland,Belfast,54.647072,-5.919492,"01/29/2013: An explosive device was discovered near the Greater Whitewell Community Surgery in Belfast city, Belfast district, Northern Ireland, United Kingdom. The device was successfully defused by an Army bomb disposal unit. Oglaigh na hEireann claimed responsibility for the attack.",0,0,0,3,Bombing/Explosion,14,Private Citizens & Property,Greater Whitewell Community Surgery,Community Center,Oglaigh na hEireann,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,A pipe bomb was used in the attack.,0,0,0,0,0,,,,,
2.01E+11,2013,1,30,603,United Kingdom,Northern Ireland,Larne,54.855103,-5.811254,"01/30/2013: Assailants threw an explosive device into a civilian residence in Larne town, Larne district, Northern Ireland, United Kingdom. A man was in the residence at the time, but he was unhurt. There was no claim of responsibility for this attack.",0,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Not Applicable,Residence,Unknown,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,A petrol bomb was used in the attack.,0,0,0,0,0,,,,,
2.01E+11,2013,1,30,603,United Kingdom,Northern Ireland,Belfast,54.613573,-5.947834,"01/30/2013: Assailants threw an explosive device at a Police Service of Northern Ireland (PSNI) vehicle in Belfast city, Belfast district, Northern Ireland, United Kingdom. The device did not detonate and was successfully defused by PSNI officers the next day. There was no claim of responsibility for this attack; however, sources indicate that dissident republicans were involved.",0,0,0,3,Bombing/Explosion,3,Police,Police Service of Northern Ireland (PSNI),Armored Patrol,Dissident Republicans,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,A pipe bomb was used in the attack.,0,0,0,0,0,,,,,
